column,KS_statistic,pass_ks,psi,pass_psi,real_mean,synthetic_mean,mean_abs_diff,real_median,synthetic_median,median_abs_diff,real_std,synthetic_std,std_abs_diff
credit_score,0.02,True,0.009,True,650.5288,649.955,0.5738,652.0,651.0,1.0,96.6533,89.9468,6.7065
age,0.0328,True,0.0195,True,38.9218,38.9025,0.0193,37.0,37.0,0.0,10.4878,9.4917,0.9961
tenure,0.0318,True,0.0391,True,5.0128,4.982,0.0308,5.0,5.0,0.0,2.8922,2.7155,0.1767
balance,0.0255,True,0.0128,True,76485.8893,75815.5284,670.3609,97198.54,98520.0021,1321.4621,62397.4052,60812.1669,1585.2383
products_number,0.0183,True,0.0003,True,1.5302,1.4975,0.0327,1.0,1.0,0.0,0.5817,0.5278,0.0538
credit_card,0.0071,True,,False,0.7055,0.7126,0.0071,1.0,1.0,0.0,0.4558,0.4526,0.0033
active_member,0.0051,True,,False,0.5151,0.51,0.0051,1.0,1.0,0.0,0.4998,0.4999,0.0001
churn,0.018,True,,False,0.2037,0.1857,0.018,0.0,0.0,0.0,0.4028,0.3889,0.0139
estimated_salary,0.1359,False,0.3368,False,100090.2399,98229.3886,1860.8513,100193.915,97514.8294,2679.0856,57510.4928,41936.9504,15573.5424
