column,KS_statistic,pass_ks,psi,pass_psi,real_mean,synthetic_mean,mean_abs_diff,real_median,synthetic_median,median_abs_diff,real_std,synthetic_std,std_abs_diff
credit_score,0.0114,True,0.0016,True,650.5288,650.5013,0.0275,652.0,652.0,0.0,96.6533,93.316,3.3373
age,0.0219,True,0.0056,True,38.9218,38.7552,0.1666,37.0,37.0,0.0,10.4878,10.119,0.3688
tenure,0.0241,True,0.027,True,5.0128,4.9983,0.0145,5.0,5.0,0.0,2.8922,2.7711,0.121
balance,0.0253,True,0.0118,True,76485.8893,75682.5196,803.3697,97198.54,98660.5172,1461.9772,62397.4052,60905.3757,1492.0295
products_number,0.0116,True,0.0001,True,1.5302,1.5075,0.0227,1.0,1.0,0.0,0.5817,0.5403,0.0413
credit_card,0.016,True,,False,0.7055,0.7215,0.016,1.0,1.0,0.0,0.4558,0.4483,0.0076
active_member,0.0046,True,,False,0.5151,0.5105,0.0046,1.0,1.0,0.0,0.4998,0.4999,0.0001
churn,0.0367,True,,False,0.2037,0.167,0.0367,0.0,0.0,0.0,0.4028,0.373,0.0298
estimated_salary,0.1269,False,0.3158,False,100090.2399,99057.9802,1032.2597,100193.915,99049.5706,1144.3444,57510.4928,42397.4647,15113.0281
