target_col,target_kind,actual_rate,synthetic_rate,rate_drift,pass_rate_drift,distribution_metric,target_ks,pass_target_ks
estimated_salary,numeric,100090.2399,99098.1199,0.0173,True,normalized_mean_drift,0.0634,True
