target_col,target_kind,actual_rate,synthetic_rate,rate_drift,pass_rate_drift,distribution_metric,target_ks,pass_target_ks
estimated_salary,numeric,100090.2399,99057.9802,0.0179,True,normalized_mean_drift,0.1269,False
